RG1000 GB6*** BR0000   h0000  R1023 G0000 B0000
RG0890 GB1000 BR0000   h0042  R0911 G0112 B0000
RG0888 GB1000 BR0000   h0043  R0909 G0114 B0000
RG0885 GB1000 BR0000   h0044  R0906 G0117 B0000
RG0882 GB1000 BR0000   h0045  R0903 G0120 B0000
RG0880 GB1000 BR0000   h0046  R0901 G0122 B0000
RG0877 GB1000 BR0000   h0047  R0898 G0125 B0000
RG0874 GB1000 BR0000   h0048  R0895 G0128 B0000
RG0872 GB1000 BR0000   h0049  R0893 G0130 B0000
RG0869 GB1000 BR0000   h0050  R0890 G0133 B0000
RG0867 GB1000 BR0000   h0051  R0887 G0136 B0000
RG0865 GB1000 BR0000   h0052  R0885 G0138 B0000
RG0862 GB1000 BR0000   h0053  R0882 G0141 B0000
RG0859 GB1000 BR0000   h0054  R0879 G0144 B0000
RG0857 GB1000 BR0000   h0055  R0877 G0146 B0000
RG0854 GB1000 BR0000   h0056  R0874 G0149 B0000
RG0851 GB1000 BR0000   h0057  R0871 G0152 B0000
RG0849 GB1000 BR0000   h0058  R0869 G0154 B0000
RG0846 GB1000 BR0000   h0059  R0866 G0157 B0000
RG0843 GB1000 BR0000   h0060  R0863 G0160 B0000
RG0841 GB1000 BR0000   h0061  R0861 G0162 B0000
RG0838 GB1000 BR0000   h0062  R0858 G0165 B0000
RG0835 GB1000 BR0000   h0063  R0855 G0168 B0000
RG0832 GB1000 BR0000   h0064  R0852 G0171 B0000
RG0830 GB1000 BR0000   h0065  R0850 G0173 B0000
RG0827 GB1000 BR0000   h0066  R0847 G0176 B0000
RG0825 GB1000 BR0000   h0067  R0844 G0179 B0000
RG0823 GB1000 BR0000   h0068  R0842 G0181 B0000
RG0820 GB1000 BR0000   h0069  R0839 G0184 B0000
RG0817 GB1000 BR0000   h0070  R0836 G0187 B0000
RG0815 GB1000 BR0000   h0071  R0834 G0189 B0000
RG0812 GB1000 BR0000   h0072  R0831 G0192 B0000
RG0809 GB1000 BR0000   h0073  R0828 G0195 B0000
RG0807 GB1000 BR0000   h0074  R0826 G0197 B0000
RG0804 GB1000 BR0000   h0075  R0823 G0200 B0000
RG0801 GB1000 BR0000   h0076  R0820 G0203 B0000
RG0799 GB1000 BR0000   h0077  R0818 G0205 B0000
RG0796 GB1000 BR0000   h0078  R0815 G0208 B0000
RG0793 GB1000 BR0000   h0079  R0812 G0211 B0000
RG0791 GB1000 BR0000   h0080  R0810 G0213 B0000
RG0788 GB1000 BR0000   h0081  R0807 G0216 B0000
RG0785 GB1000 BR0000   h0082  R0804 G0219 B0000
RG0783 GB1000 BR0000   h0083  R0802 G0221 B0000
RG0781 GB1000 BR0000   h0084  R0799 G0224 B0000
RG0778 GB1000 BR0000   h0085  R0796 G0227 B0000
RG0776 GB1000 BR0000   h0086  R0794 G0229 B0000
RG0773 GB1000 BR0000   h0087  R0791 G0232 B0000
RG0770 GB1000 BR0000   h0088  R0788 G0235 B0000
RG0768 GB1000 BR0000   h0089  R0786 G0237 B0000
RG0765 GB1000 BR0000   h0090  R0783 G0240 B0000
RG0762 GB1000 BR0000   h0091  R0780 G0243 B0000
RG0760 GB1000 BR0000   h0092  R0778 G0245 B0000
RG0757 GB1000 BR0000   h0093  R0775 G0248 B0000
RG0754 GB1000 BR0000   h0094  R0772 G0251 B0000
RG0752 GB1000 BR0000   h0095  R0770 G0253 B0000
RG0749 GB1000 BR0000   h0096  R0767 G0256 B0000
RG0746 GB1000 BR0000   h0097  R0764 G0259 B0000
RG0744 GB1000 BR0000   h0098  R0762 G0261 B0000
RG0741 GB1000 BR0000   h0099  R0759 G0264 B0000
RG0739 GB1000 BR0000   h0100  R0756 G0267 B0000
RG0737 GB1000 BR0000   h0101  R0754 G0269 B0000
RG0734 GB1000 BR0000   h0102  R0751 G0272 B0000
RG0731 GB1000 BR0000   h0103  R0748 G0275 B0000
RG0729 GB1000 BR0000   h0104  R0746 G0277 B0000
RG0726 GB1000 BR0000   h0105  R0743 G0280 B0000
RG0723 GB1000 BR0000   h0106  R0740 G0283 B0000
RG0721 GB1000 BR0000   h0107  R0738 G0285 B0000
RG0718 GB1000 BR0000   h0108  R0735 G0288 B0000
RG0715 GB1000 BR0000   h0109  R0732 G0291 B0000
RG0713 GB1000 BR0000   h0110  R0730 G0293 B0000
RG0710 GB1000 BR0000   h0111  R0727 G0296 B0000
RG0707 GB1000 BR0000   h0112  R0724 G0299 B0000
RG0705 GB1000 BR0000   h0113  R0722 G0301 B0000
RG0702 GB1000 BR0000   h0114  R0719 G0304 B0000
RG0699 GB1000 BR0000   h0115  R0716 G0307 B0000
RG0697 GB1000 BR0000   h0116  R0714 G0309 B0000
RG0695 GB1000 BR0000   h0117  R0711 G0312 B0000
RG0692 GB1000 BR0000   h0118  R0708 G0315 B0000
RG0690 GB1000 BR0000   h0119  R0706 G0317 B0000
RG0687 GB1000 BR0000   h0120  R0703 G0320 B0000
RG0684 GB1000 BR0000   h0121  R0700 G0323 B0000
RG0682 GB1000 BR0000   h0122  R0698 G0325 B0000
RG0679 GB1000 BR0000   h0123  R0695 G0328 B0000
RG0676 GB1000 BR0000   h0124  R0692 G0331 B0000
RG0674 GB1000 BR0000   h0125  R0690 G0333 B0000
RG0671 GB1000 BR0000   h0126  R0687 G0336 B0000
RG0668 GB1000 BR0000   h0127  R0684 G0339 B0000
RG0666 GB1000 BR0000   h0128  R0683 G0341 B0000
RG0665 GB1000 BR0000   h0129  R0683 G0343 B0000
RG0663 GB1000 BR0000   h0130  R0683 G0346 B0000
RG0661 GB1000 BR0000   h0131  R0683 G0349 B0000
RG0660 GB1000 BR0000   h0132  R0683 G0351 B0000
RG0658 GB1000 BR0000   h0133  R0683 G0354 B0000
RG0656 GB1000 BR0000   h0134  R0683 G0357 B0000
RG0655 GB1000 BR0000   h0135  R0683 G0359 B0000
RG0653 GB1000 BR0000   h0136  R0683 G0362 B0000
RG0651 GB1000 BR0000   h0137  R0683 G0365 B0000
RG0650 GB1000 BR0000   h0138  R0683 G0367 B0000
RG0648 GB1000 BR0000   h0139  R0683 G0370 B0000
RG0646 GB1000 BR0000   h0140  R0683 G0373 B0000
RG0645 GB1000 BR0000   h0141  R0683 G0375 B0000
RG0643 GB1000 BR0000   h0142  R0683 G0378 B0000
RG0641 GB1000 BR0000   h0143  R0683 G0381 B0000
RG0640 GB1000 BR0000   h0144  R0683 G0383 B0000
RG0638 GB1000 BR0000   h0145  R0683 G0386 B0000
RG0637 GB1000 BR0000   h0146  R0683 G0389 B0000
RG0635 GB1000 BR0000   h0147  R0683 G0391 B0000
RG0634 GB1000 BR0000   h0148  R0683 G0394 B0000
RG0632 GB1000 BR0000   h0149  R0683 G0397 B0000
RG0631 GB1000 BR0000   h0150  R0683 G0399 B0000
RG0629 GB1000 BR0000   h0151  R0683 G0402 B0000
RG0627 GB1000 BR0000   h0152  R0683 G0405 B0000
RG0626 GB1000 BR0000   h0153  R0683 G0407 B0000
RG0624 GB1000 BR0000   h0154  R0683 G0410 B0000
RG0623 GB1000 BR0000   h0155  R0683 G0413 B0000
RG0622 GB1000 BR0000   h0156  R0683 G0415 B0000
RG0620 GB1000 BR0000   h0157  R0683 G0418 B0000
RG0618 GB1000 BR0000   h0158  R0683 G0421 B0000
RG0617 GB1000 BR0000   h0159  R0683 G0423 B0000
RG0615 GB1000 BR0000   h0160  R0683 G0426 B0000
RG0614 GB1000 BR0000   h0161  R0683 G0429 B0000
RG0613 GB1000 BR0000   h0162  R0683 G0431 B0000
RG0611 GB1000 BR0000   h0163  R0683 G0434 B0000
RG0609 GB1000 BR0000   h0164  R0683 G0437 B0000
RG0608 GB1000 BR0000   h0165  R0683 G0439 B0000
RG0607 GB1000 BR0000   h0166  R0683 G0442 B0000
RG0605 GB1000 BR0000   h0167  R0683 G0445 B0000
RG0604 GB1000 BR0000   h0168  R0683 G0447 B0000
RG0602 GB1000 BR0000   h0169  R0683 G0450 B0000
RG0601 GB1000 BR0000   h0170  R0683 G0453 B0000
RG0600 GB1000 BR0000   h0171  R0683 G0455 B0000
RG0598 GB1000 BR0000   h0172  R0683 G0458 B0000
RG0597 GB1000 BR0000   h0173  R0683 G0461 B0000
RG0595 GB1000 BR0000   h0174  R0683 G0463 B0000
RG0594 GB1000 BR0000   h0175  R0683 G0466 B0000
RG0592 GB1000 BR0000   h0176  R0683 G0469 B0000
RG0591 GB1000 BR0000   h0177  R0683 G0471 B0000
RG0590 GB1000 BR0000   h0178  R0683 G0474 B0000
RG0588 GB1000 BR0000   h0179  R0683 G0477 B0000
RG0587 GB1000 BR0000   h0180  R0683 G0479 B0000
RG0586 GB1000 BR0000   h0181  R0683 G0482 B0000
RG0584 GB1000 BR0000   h0182  R0683 G0485 B0000
RG0583 GB1000 BR0000   h0183  R0683 G0487 B0000
RG0582 GB1000 BR0000   h0184  R0683 G0490 B0000
RG0580 GB1000 BR0000   h0185  R0683 G0493 B0000
RG0579 GB1000 BR0000   h0186  R0683 G0495 B0000
RG0578 GB1000 BR0000   h0187  R0683 G0498 B0000
RG0576 GB1000 BR0000   h0188  R0683 G0501 B0000
RG0575 GB1000 BR0000   h0189  R0683 G0503 B0000
RG0574 GB1000 BR0000   h0190  R0683 G0506 B0000
RG0572 GB1000 BR0000   h0191  R0683 G0509 B0000
RG0571 GB1000 BR0000   h0192  R0683 G0512 B0000
RG0570 GB1000 BR0000   h0193  R0683 G0514 B0000
RG0569 GB1000 BR0000   h0194  R0683 G0517 B0000
RG0567 GB1000 BR0000   h0195  R0683 G0520 B0000
RG0566 GB1000 BR0000   h0196  R0683 G0522 B0000
RG0565 GB1000 BR0000   h0197  R0683 G0525 B0000
RG0563 GB1000 BR0000   h0198  R0683 G0528 B0000
RG0563 GB1000 BR0000   h0199  R0683 G0530 B0000
RG0561 GB1000 BR0000   h0200  R0683 G0533 B0000
RG0560 GB1000 BR0000   h0201  R0683 G0536 B0000
RG0559 GB1000 BR0000   h0202  R0683 G0538 B0000
RG0558 GB1000 BR0000   h0203  R0683 G0541 B0000
RG0556 GB1000 BR0000   h0204  R0683 G0544 B0000
RG0555 GB1000 BR0000   h0205  R0683 G0546 B0000
RG0554 GB1000 BR0000   h0206  R0683 G0549 B0000
RG0553 GB1000 BR0000   h0207  R0683 G0552 B0000
RG0552 GB1000 BR0000   h0208  R0683 G0554 B0000
RG0550 GB1000 BR0000   h0209  R0683 G0557 B0000
RG0549 GB1000 BR0000   h0210  R0683 G0560 B0000
RG0548 GB1000 BR0000   h0211  R0683 G0562 B0000
RG0547 GB1000 BR0000   h0212  R0683 G0565 B0000
RG0545 GB1000 BR0000   h0213  R0683 G0568 B0000
RG0545 GB1000 BR0000   h0214  R0683 G0570 B0000
RG0543 GB1000 BR0000   h0215  R0683 G0573 B0000
RG0542 GB1000 BR0000   h0216  R0683 G0576 B0000
RG0541 GB1000 BR0000   h0217  R0683 G0578 B0000
RG0540 GB1000 BR0000   h0218  R0683 G0581 B0000
RG0539 GB1000 BR0000   h0219  R0683 G0584 B0000
RG0538 GB1000 BR0000   h0220  R0683 G0586 B0000
RG0536 GB1000 BR0000   h0221  R0683 G0589 B0000
RG0535 GB1000 BR0000   h0222  R0683 G0592 B0000
RG0534 GB1000 BR0000   h0223  R0683 G0594 B0000
RG0533 GB1000 BR0000   h0224  R0683 G0597 B0000
RG0532 GB1000 BR0000   h0225  R0683 G0600 B0000
RG0531 GB1000 BR0000   h0226  R0683 G0602 B0000
RG0530 GB1000 BR0000   h0227  R0683 G0605 B0000
RG0529 GB1000 BR0000   h0228  R0683 G0608 B0000
RG0528 GB1000 BR0000   h0229  R0683 G0610 B0000
RG0527 GB1000 BR0000   h0230  R0683 G0613 B0000
RG0525 GB1000 BR0000   h0231  R0683 G0616 B0000
RG0524 GB1000 BR0000   h0232  R0683 G0618 B0000
RG0523 GB1000 BR0000   h0233  R0683 G0621 B0000
RG0522 GB1000 BR0000   h0234  R0683 G0624 B0000
RG0521 GB1000 BR0000   h0235  R0683 G0626 B0000
RG0520 GB1000 BR0000   h0236  R0683 G0629 B0000
RG0519 GB1000 BR0000   h0237  R0683 G0632 B0000
RG0518 GB1000 BR0000   h0238  R0683 G0634 B0000
RG0517 GB1000 BR0000   h0239  R0683 G0637 B0000
RG0516 GB1000 BR0000   h0240  R0683 G0640 B0000
RG0515 GB1000 BR0000   h0241  R0683 G0642 B0000
RG0514 GB1000 BR0000   h0242  R0683 G0645 B0000
RG0513 GB1000 BR0000   h0243  R0683 G0648 B0000
RG0512 GB1000 BR0000   h0244  R0683 G0650 B0000
RG0511 GB1000 BR0000   h0245  R0683 G0653 B0000
RG0510 GB1000 BR0000   h0246  R0683 G0656 B0000
RG0509 GB1000 BR0000   h0247  R0683 G0658 B0000
RG0508 GB1000 BR0000   h0248  R0683 G0661 B0000
RG0507 GB1000 BR0000   h0249  R0683 G0664 B0000
RG0506 GB1000 BR0000   h0250  R0683 G0666 B0000
RG0505 GB1000 BR0000   h0251  R0683 G0669 B0000
RG0504 GB1000 BR0000   h0252  R0683 G0672 B0000
RG0503 GB1000 BR0000   h0253  R0683 G0674 B0000
RG0502 GB1000 BR0000   h0254  R0683 G0677 B0000
RG0501 GB1000 BR0000   h0255  R0683 G0680 B0000
RG0500 GB1000 BR0000   h0256  R0683 G0682 B0000
RG0497 GB1000 BR0000   h0257  R0678 G0684 B0000
RG0494 GB1000 BR0000   h0258  R0673 G0687 B0000
RG0491 GB1000 BR0000   h0259  R0667 G0690 B0000
RG0488 GB1000 BR0000   h0260  R0662 G0692 B0000
RG0485 GB1000 BR0000   h0261  R0657 G0695 B0000
RG0482 GB1000 BR0000   h0262  R0651 G0698 B0000
RG0479 GB1000 BR0000   h0263  R0646 G0700 B0000
RG0476 GB1000 BR0000   h0264  R0641 G0703 B0000
RG0473 GB1000 BR0000   h0265  R0635 G0706 B0000
RG0470 GB1000 BR0000   h0266  R0630 G0708 B0000
RG0467 GB1000 BR0000   h0267  R0625 G0711 B0000
RG0464 GB1000 BR0000   h0268  R0619 G0714 B0000
RG0461 GB1000 BR0000   h0269  R0614 G0716 B0000
RG0458 GB1000 BR0000   h0270  R0609 G0719 B0000
RG0455 GB1000 BR0000   h0271  R0603 G0722 B0000
RG0452 GB1000 BR0000   h0272  R0598 G0724 B0000
RG0449 GB1000 BR0000   h0273  R0593 G0727 B0000
RG0445 GB1000 BR0000   h0274  R0587 G0730 B0000
RG0442 GB1000 BR0000   h0275  R0582 G0732 B0000
RG0439 GB1000 BR0000   h0276  R0577 G0735 B0000
RG0436 GB1000 BR0000   h0277  R0571 G0738 B0000
RG0433 GB1000 BR0000   h0278  R0566 G0740 B0000
RG0430 GB1000 BR0000   h0279  R0561 G0743 B0000
RG0426 GB1000 BR0000   h0280  R0555 G0746 B0000
RG0423 GB1000 BR0000   h0281  R0550 G0748 B0000
RG0420 GB1000 BR0000   h0282  R0545 G0751 B0000
RG0416 GB1000 BR0000   h0283  R0539 G0754 B0000
RG0413 GB1000 BR0000   h0284  R0534 G0756 B0000
RG0410 GB1000 BR0000   h0285  R0529 G0759 B0000
RG0407 GB1000 BR0000   h0286  R0523 G0762 B0000
RG0404 GB1000 BR0000   h0287  R0518 G0764 B0000
RG0400 GB1000 BR0000   h0288  R0513 G0767 B0000
RG0397 GB1000 BR0000   h0289  R0507 G0770 B0000
RG0394 GB1000 BR0000   h0290  R0502 G0772 B0000
RG0390 GB1000 BR0000   h0291  R0497 G0775 B0000
RG0386 GB1000 BR0000   h0292  R0491 G0778 B0000
RG0383 GB1000 BR0000   h0293  R0486 G0780 B0000
RG0380 GB1000 BR0000   h0294  R0481 G0783 B0000
RG0376 GB1000 BR0000   h0295  R0475 G0786 B0000
RG0373 GB1000 BR0000   h0296  R0470 G0788 B0000
RG0370 GB1000 BR0000   h0297  R0465 G0791 B0000
RG0366 GB1000 BR0000   h0298  R0459 G0794 B0000
RG0363 GB1000 BR0000   h0299  R0454 G0796 B0000
RG0359 GB1000 BR0000   h0300  R0449 G0799 B0000
RG0355 GB1000 BR0000   h0301  R0443 G0802 B0000
RG0352 GB1000 BR0000   h0302  R0438 G0804 B0000
RG0349 GB1000 BR0000   h0303  R0433 G0807 B0000
RG0345 GB1000 BR0000   h0304  R0427 G0810 B0000
RG0341 GB1000 BR0000   h0305  R0422 G0812 B0000
RG0338 GB1000 BR0000   h0306  R0417 G0815 B0000
RG0334 GB1000 BR0000   h0307  R0411 G0818 B0000
RG0331 GB1000 BR0000   h0308  R0406 G0820 B0000
RG0327 GB1000 BR0000   h0309  R0401 G0823 B0000
RG0323 GB1000 BR0000   h0310  R0395 G0826 B0000
RG0320 GB1000 BR0000   h0311  R0390 G0828 B0000
RG0316 GB1000 BR0000   h0312  R0385 G0831 B0000
RG0312 GB1000 BR0000   h0313  R0379 G0834 B0000
RG0309 GB1000 BR0000   h0314  R0374 G0836 B0000
RG0305 GB1000 BR0000   h0315  R0369 G0839 B0000
RG0301 GB1000 BR0000   h0316  R0363 G0842 B0000
RG0297 GB1000 BR0000   h0317  R0358 G0844 B0000
RG0294 GB1000 BR0000   h0318  R0353 G0847 B0000
RG0289 GB1000 BR0000   h0319  R0347 G0850 B0000
RG0286 GB1000 BR0000   h0320  R0342 G0853 B0000
RG0282 GB1000 BR0000   h0321  R0337 G0855 B0000
RG0278 GB1000 BR0000   h0322  R0331 G0858 B0000
RG0274 GB1000 BR0000   h0323  R0326 G0861 B0000
RG0271 GB1000 BR0000   h0324  R0321 G0863 B0000
RG0266 GB1000 BR0000   h0325  R0315 G0866 B0000
RG0262 GB1000 BR0000   h0326  R0310 G0869 B0000
RG0259 GB1000 BR0000   h0327  R0305 G0871 B0000
RG0254 GB1000 BR0000   h0328  R0299 G0874 B0000
RG0251 GB1000 BR0000   h0329  R0294 G0877 B0000
RG0247 GB1000 BR0000   h0330  R0289 G0879 B0000
RG0242 GB1000 BR0000   h0331  R0283 G0882 B0000
RG0239 GB1000 BR0000   h0332  R0278 G0885 B0000
RG0235 GB1000 BR0000   h0333  R0273 G0887 B0000
RG0230 GB1000 BR0000   h0334  R0267 G0890 B0000
RG0226 GB1000 BR0000   h0335  R0262 G0893 B0000
RG0223 GB1000 BR0000   h0336  R0257 G0895 B0000
RG0218 GB1000 BR0000   h0337  R0251 G0898 B0000
RG0214 GB1000 BR0000   h0338  R0246 G0901 B0000
RG0210 GB1000 BR0000   h0339  R0241 G0903 B0000
RG0205 GB1000 BR0000   h0340  R0235 G0906 B0000
RG0201 GB1000 BR0000   h0341  R0230 G0909 B0000
RG0198 GB1000 BR0000   h0342  R0225 G0911 B0000
RG0193 GB1000 BR0000   h0343  R0219 G0914 B0000
RG0189 GB1000 BR0000   h0344  R0214 G0917 B0000
RG0185 GB1000 BR0000   h0345  R0209 G0919 B0000
RG0180 GB1000 BR0000   h0346  R0203 G0922 B0000
RG0176 GB1000 BR0000   h0347  R0198 G0925 B0000
RG0172 GB1000 BR0000   h0348  R0193 G0927 B0000
RG0167 GB1000 BR0000   h0349  R0187 G0930 B0000
RG0163 GB1000 BR0000   h0350  R0182 G0933 B0000
RG0159 GB1000 BR0000   h0351  R0177 G0935 B0000
RG0154 GB1000 BR0000   h0352  R0171 G0938 B0000
RG0149 GB1000 BR0000   h0353  R0166 G0941 B0000
RG0145 GB1000 BR0000   h0354  R0161 G0943 B0000
RG0140 GB1000 BR0000   h0355  R0155 G0946 B0000
RG0136 GB1000 BR0000   h0356  R0150 G0949 B0000
RG0132 GB1000 BR0000   h0357  R0145 G0951 B0000
RG0127 GB1000 BR0000   h0358  R0139 G0954 B0000
RG0122 GB1000 BR0000   h0359  R0134 G0957 B0000
RG0118 GB1000 BR0000   h0360  R0129 G0959 B0000
RG0113 GB1000 BR0000   h0361  R0123 G0962 B0000
RG0108 GB1000 BR0000   h0362  R0118 G0965 B0000
RG0104 GB1000 BR0000   h0363  R0113 G0967 B0000
RG0099 GB1000 BR0000   h0364  R0107 G0970 B0000
RG0094 GB1000 BR0000   h0365  R0102 G0973 B0000
RG0090 GB1000 BR0000   h0366  R0097 G0975 B0000
RG0085 GB1000 BR0000   h0367  R0091 G0978 B0000
RG0080 GB1000 BR0000   h0368  R0086 G0981 B0000
RG0076 GB1000 BR0000   h0369  R0081 G0983 B0000
RG0070 GB1000 BR0000   h0370  R0075 G0986 B0000
RG0066 GB1000 BR0000   h0371  R0070 G0989 B0000
RG0061 GB1000 BR0000   h0372  R0065 G0991 B0000
RG0056 GB1000 BR0000   h0373  R0059 G0994 B0000
RG0051 GB1000 BR0000   h0374  R0054 G0997 B0000
RG0046 GB1000 BR0000   h0375  R0049 G0999 B0000
RG0041 GB1000 BR0000   h0376  R0043 G1002 B0000
RG0036 GB1000 BR0000   h0377  R0038 G1005 B0000
RG0031 GB1000 BR0000   h0378  R0033 G1007 B0000
RG0026 GB1000 BR0000   h0379  R0027 G1010 B0000
RG0021 GB1000 BR0000   h0380  R0022 G1013 B0000
RG0016 GB1000 BR0000   h0381  R0017 G1015 B0000
RG0010 GB1000 BR0000   h0382  R0011 G1018 B0000
RG0005 GB1000 BR0000   h0383  R0006 G1021 B0000
RG0000 GB1000 BR6***   h0384  R0000 G1023 B0000
RG0000 GB0998 BR1000   h0385  R0000 G1021 B0002
RG0000 GB0995 BR1000   h0386  R0000 G1018 B0005
RG0000 GB0992 BR1000   h0387  R0000 G1015 B0008
RG0000 GB0990 BR1000   h0388  R0000 G1013 B0010
RG0000 GB0987 BR1000   h0389  R0000 G1010 B0013
RG0000 GB0984 BR1000   h0390  R0000 G1007 B0016
RG0000 GB0982 BR1000   h0391  R0000 G1005 B0018
RG0000 GB0979 BR1000   h0392  R0000 G1002 B0021
RG0000 GB0976 BR1000   h0393  R0000 G0999 B0024
RG0000 GB0974 BR1000   h0394  R0000 G0997 B0026
RG0000 GB0971 BR1000   h0395  R0000 G0994 B0029
RG0000 GB0968 BR1000   h0396  R0000 G0991 B0032
RG0000 GB0966 BR1000   h0397  R0000 G0989 B0034
RG0000 GB0963 BR1000   h0398  R0000 G0986 B0037
RG0000 GB0960 BR1000   h0399  R0000 G0983 B0040
RG0000 GB0958 BR1000   h0400  R0000 G0981 B0042
RG0000 GB0956 BR1000   h0401  R0000 G0978 B0045
RG0000 GB0953 BR1000   h0402  R0000 G0975 B0048
RG0000 GB0951 BR1000   h0403  R0000 G0973 B0050
RG0000 GB0948 BR1000   h0404  R0000 G0970 B0053
RG0000 GB0945 BR1000   h0405  R0000 G0967 B0056
RG0000 GB0943 BR1000   h0406  R0000 G0965 B0058
RG0000 GB0940 BR1000   h0407  R0000 G0962 B0061
RG0000 GB0937 BR1000   h0408  R0000 G0959 B0064
RG0000 GB0935 BR1000   h0409  R0000 G0957 B0066
RG0000 GB0932 BR1000   h0410  R0000 G0954 B0069
RG0000 GB0929 BR1000   h0411  R0000 G0951 B0072
RG0000 GB0927 BR1000   h0412  R0000 G0949 B0074
RG0000 GB0924 BR1000   h0413  R0000 G0946 B0077
RG0000 GB0921 BR1000   h0414  R0000 G0943 B0080
RG0000 GB0919 BR1000   h0415  R0000 G0941 B0082
RG0000 GB0916 BR1000   h0416  R0000 G0938 B0085
RG0000 GB0913 BR1000   h0417  R0000 G0935 B0088
RG0000 GB0912 BR1000   h0418  R0000 G0933 B0090
RG0000 GB0909 BR1000   h0419  R0000 G0930 B0093
RG0000 GB0906 BR1000   h0420  R0000 G0927 B0096
RG0000 GB0904 BR1000   h0421  R0000 G0925 B0098
RG0000 GB0901 BR1000   h0422  R0000 G0922 B0101
RG0000 GB0898 BR1000   h0423  R0000 G0919 B0104
RG0000 GB0896 BR1000   h0424  R0000 G0917 B0106
RG0000 GB0893 BR1000   h0425  R0000 G0914 B0109
RG0000 GB0890 BR1000   h0426  R0000 G0911 B0112
RG0000 GB0888 BR1000   h0427  R0000 G0909 B0114
RG0000 GB0885 BR1000   h0428  R0000 G0906 B0117
RG0000 GB0882 BR1000   h0429  R0000 G0903 B0120
RG0000 GB0880 BR1000   h0430  R0000 G0901 B0122
RG0000 GB0877 BR1000   h0431  R0000 G0898 B0125
RG0000 GB0874 BR1000   h0432  R0000 G0895 B0128
RG0000 GB0872 BR1000   h0433  R0000 G0893 B0130
RG0000 GB0869 BR1000   h0434  R0000 G0890 B0133
RG0000 GB0867 BR1000   h0435  R0000 G0887 B0136
RG0000 GB0865 BR1000   h0436  R0000 G0885 B0138
RG0000 GB0862 BR1000   h0437  R0000 G0882 B0141
RG0000 GB0859 BR1000   h0438  R0000 G0879 B0144
RG0000 GB0857 BR1000   h0439  R0000 G0877 B0146
RG0000 GB0854 BR1000   h0440  R0000 G0874 B0149
RG0000 GB0851 BR1000   h0441  R0000 G0871 B0152
RG0000 GB0849 BR1000   h0442  R0000 G0869 B0154
RG0000 GB0846 BR1000   h0443  R0000 G0866 B0157
RG0000 GB0843 BR1000   h0444  R0000 G0863 B0160
RG0000 GB0841 BR1000   h0445  R0000 G0861 B0162
RG0000 GB0838 BR1000   h0446  R0000 G0858 B0165
RG0000 GB0835 BR1000   h0447  R0000 G0855 B0168
RG0000 GB0832 BR1000   h0448  R0000 G0852 B0171
RG0000 GB0830 BR1000   h0449  R0000 G0850 B0173
